,continent,year,gdpPercap
0,Asia,1952,779.4453145
1,Asia,1957,820.8530296
2,Asia,1962,853.10071
3,Asia,1967,836.1971382
4,Asia,1972,739.9811058
5,Asia,1977,786.11336
6,Asia,1982,978.0114388
7,Asia,1987,852.3959448
8,Asia,1992,649.3413952
9,Asia,1997,635.341351
10,Asia,2002,726.7340548
11,Asia,2007,974.5803384
12,Europe,1952,1601.056136
13,Europe,1957,1942.284244
14,Europe,1962,2312.888958
15,Europe,1967,2760.196931
16,Europe,1972,3313.422188
17,Europe,1977,3533.00391
18,Europe,1982,3630.880722
19,Europe,1987,3738.932735
20,Europe,1992,2497.437901
21,Europe,1997,3193.054604
22,Europe,2002,4604.211737
23,Europe,2007,5937.029526
24,Africa,1952,2449.008185
25,Africa,1957,3013.976023
26,Africa,1962,2550.81688
27,Africa,1967,3246.991771
28,Africa,1972,4182.663766
29,Africa,1977,4910.416756
30,Africa,1982,5745.160213
31,Africa,1987,5681.358539
32,Africa,1992,5023.216647
33,Africa,1997,4797.295051
34,Africa,2002,5288.040382
35,Africa,2007,6223.367465
36,Africa,1952,3520.610273
37,Africa,1957,3827.940465
38,Africa,1962,4269.276742
39,Africa,1967,5522.776375
40,Africa,1972,5473.288005
41,Africa,1977,3008.647355
42,Africa,1982,2756.953672
43,Africa,1987,2430.208311
44,Africa,1992,2627.845685
45,Africa,1997,2277.140884
46,Africa,2002,2773.287312
47,Africa,2007,4797.231267
48,Americas,1952,5911.315053
49,Americas,1957,6856.856212
50,Americas,1962,7133.166023
51,Americas,1967,8052.953021
52,Americas,1972,9443.038526
53,Americas,1977,10079.02674
54,Americas,1982,8997.897412
55,Americas,1987,9139.671389
56,Americas,1992,9308.41871
57,Americas,1997,10967.28195
58,Americas,2002,8797.640716
59,Americas,2007,12779.37964
60,Oceania,1952,10039.59564
61,Oceania,1957,10949.64959
62,Oceania,1962,12217.22686
63,Oceania,1967,14526.12465
64,Oceania,1972,16788.62948
65,Oceania,1977,18334.19751
66,Oceania,1982,19477.00928
67,Oceania,1987,21888.88903
68,Oceania,1992,23424.76683
69,Oceania,1997,26997.93657
70,Oceania,2002,30687.75473
71,Oceania,2007,34435.36744
72,Europe,1952,6137.076492
73,Europe,1957,8842.59803
74,Europe,1962,10750.72111
75,Europe,1967,12834.6024
76,Europe,1972,16661.6256
77,Europe,1977,19749.4223
78,Europe,1982,21597.08362
79,Europe,1987,23687.82607
80,Europe,1992,27042.01868
81,Europe,1997,29095.92066
82,Europe,2002,32417.60769
83,Europe,2007,36126.4927
84,Asia,1952,9867.084765
85,Asia,1957,11635.79945
86,Asia,1962,12753.27514
87,Asia,1967,14804.6727
88,Asia,1972,18268.65839
89,Asia,1977,19340.10196
90,Asia,1982,19211.14731
91,Asia,1987,18524.02406
92,Asia,1992,19035.57917
93,Asia,1997,20292.01679
94,Asia,2002,23403.55927
95,Asia,2007,29796.04834
96,Asia,1952,684.2441716
97,Asia,1957,661.6374577
98,Asia,1962,686.3415538
99,Asia,1967,721.1860862
100,Asia,1972,630.2336265
101,Asia,1977,659.8772322
102,Asia,1982,676.9818656
103,Asia,1987,751.9794035
104,Asia,1992,837.8101643
105,Asia,1997,972.7700352
106,Asia,2002,1136.39043
107,Asia,2007,1391.253792
108,Europe,1952,8343.105127
109,Europe,1957,9714.960623
110,Europe,1962,10991.20676
111,Europe,1967,13149.04119
112,Europe,1972,16672.14356
113,Europe,1977,19117.97448
114,Europe,1982,20979.84589
115,Europe,1987,22525.56308
116,Europe,1992,25575.57069
117,Europe,1997,27561.19663
118,Europe,2002,30485.88375
119,Europe,2007,33692.60508
120,Africa,1952,1062.7522
121,Africa,1957,959.6010805
122,Africa,1962,949.4990641
123,Africa,1967,1035.831411
124,Africa,1972,1085.796879
125,Africa,1977,1029.161251
126,Africa,1982,1277.897616
127,Africa,1987,1225.85601
128,Africa,1992,1191.207681
129,Africa,1997,1232.975292
130,Africa,2002,1372.877931
131,Africa,2007,1441.284873
132,Americas,1952,2677.326347
133,Americas,1957,2127.686326
134,Americas,1962,2180.972546
135,Americas,1967,2586.886053
136,Americas,1972,2980.331339
137,Americas,1977,3548.097832
138,Americas,1982,3156.510452
139,Americas,1987,2753.69149
140,Americas,1992,2961.699694
141,Americas,1997,3326.143191
142,Americas,2002,3413.26269
143,Americas,2007,3822.137084
144,Europe,1952,973.5331948
145,Europe,1957,1353.989176
146,Europe,1962,1709.683679
147,Europe,1967,2172.352423
148,Europe,1972,2860.16975
149,Europe,1977,3528.481305
150,Europe,1982,4126.613157
151,Europe,1987,4314.114757
152,Europe,1992,2546.781445
153,Europe,1997,4766.355904
154,Europe,2002,6018.975239
155,Europe,2007,7446.298803
156,Africa,1952,851.2411407
157,Africa,1957,918.2325349
158,Africa,1962,983.6539764
159,Africa,1967,1214.709294
160,Africa,1972,2263.611114
161,Africa,1977,3214.857818
162,Africa,1982,4551.14215
163,Africa,1987,6205.88385
164,Africa,1992,7954.111645
165,Africa,1997,8647.142313
166,Africa,2002,11003.60508
167,Africa,2007,12569.85177
168,Americas,1952,2108.944355
169,Americas,1957,2487.365989
170,Americas,1962,3336.585802
171,Americas,1967,3429.864357
172,Americas,1972,4985.711467
173,Americas,1977,6660.118654
174,Americas,1982,7030.835878
175,Americas,1987,7807.095818
176,Americas,1992,6950.283021
177,Americas,1997,7957.980824
178,Americas,2002,8131.212843
179,Americas,2007,9065.800825
180,Europe,1952,2444.286648
181,Europe,1957,3008.670727
182,Europe,1962,4254.337839
183,Europe,1967,5577.0028
184,Europe,1972,6597.494398
185,Europe,1977,7612.240438
186,Europe,1982,8224.191647
187,Europe,1987,8239.854824
188,Europe,1992,6302.623438
189,Europe,1997,5970.38876
190,Europe,2002,7696.777725
191,Europe,2007,10680.79282
192,Africa,1952,543.2552413
193,Africa,1957,617.1834648
194,Africa,1962,722.5120206
195,Africa,1967,794.8265597
196,Africa,1972,854.7359763
197,Africa,1977,743.3870368
198,Africa,1982,807.1985855
199,Africa,1987,912.0631417
200,Africa,1992,931.7527731
201,Africa,1997,946.2949618
202,Africa,2002,1037.645221
203,Africa,2007,1217.032994
204,Africa,1952,339.2964587
205,Africa,1957,379.5646281
206,Africa,1962,355.2032273
207,Africa,1967,412.9775136
208,Africa,1972,464.0995039
209,Africa,1977,556.1032651
210,Africa,1982,559.603231
211,Africa,1987,621.8188189
212,Africa,1992,631.6998778
213,Africa,1997,463.1151478
214,Africa,2002,446.4035126
215,Africa,2007,430.0706916
216,Asia,1952,368.4692856
217,Asia,1957,434.0383364
218,Asia,1962,496.9136476
219,Asia,1967,523.4323142
220,Asia,1972,421.6240257
221,Asia,1977,524.9721832
222,Asia,1982,624.4754784
223,Asia,1987,683.8955732
224,Asia,1992,682.3031755
225,Asia,1997,734.28517
226,Asia,2002,896.2260153
227,Asia,2007,1713.778686
228,Africa,1952,1172.667655
229,Africa,1957,1313.048099
230,Africa,1962,1399.607441
231,Africa,1967,1508.453148
232,Africa,1972,1684.146528
233,Africa,1977,1783.432873
234,Africa,1982,2367.983282
235,Africa,1987,2602.664206
236,Africa,1992,1793.163278
237,Africa,1997,1694.337469
238,Africa,2002,1934.011449
239,Africa,2007,2042.09524
240,Americas,1952,11367.16112
241,Americas,1957,12489.95006
242,Americas,1962,13462.48555
243,Americas,1967,16076.58803
244,Americas,1972,18970.57086
245,Americas,1977,22090.88306
246,Americas,1982,22898.79214
247,Americas,1987,26626.51503
248,Americas,1992,26342.88426
249,Americas,1997,28954.92589
250,Americas,2002,33328.96507
251,Americas,2007,36319.23501
252,Africa,1952,1071.310713
253,Africa,1957,1190.844328
254,Africa,1962,1193.068753
255,Africa,1967,1136.056615
256,Africa,1972,1070.013275
257,Africa,1977,1109.374338
258,Africa,1982,956.7529907
259,Africa,1987,844.8763504
260,Africa,1992,747.9055252
261,Africa,1997,740.5063317
262,Africa,2002,738.6906068
263,Africa,2007,706.016537
264,Africa,1952,1178.665927
265,Africa,1957,1308.495577
266,Africa,1962,1389.817618
267,Africa,1967,1196.810565
268,Africa,1972,1104.103987
269,Africa,1977,1133.98495
270,Africa,1982,797.9081006
271,Africa,1987,952.386129
272,Africa,1992,1058.0643
273,Africa,1997,1004.961353
274,Africa,2002,1156.18186
275,Africa,2007,1704.063724
276,Americas,1952,3939.978789
277,Americas,1957,4315.622723
278,Americas,1962,4519.094331
279,Americas,1967,5106.654313
280,Americas,1972,5494.024437
281,Americas,1977,4756.763836
282,Americas,1982,5095.665738
283,Americas,1987,5547.063754
284,Americas,1992,7596.125964
285,Americas,1997,10118.05318
286,Americas,2002,10778.78385
287,Americas,2007,13171.63885
288,Asia,1952,400.448611
289,Asia,1957,575.9870009
290,Asia,1962,487.6740183
291,Asia,1967,612.7056934
292,Asia,1972,676.9000921
293,Asia,1977,741.2374699
294,Asia,1982,962.4213805
295,Asia,1987,1378.904018
296,Asia,1992,1655.784158
297,Asia,1997,2289.234136
298,Asia,2002,3119.280896
299,Asia,2007,4959.114854
300,Americas,1952,2144.115096
301,Americas,1957,2323.805581
302,Americas,1962,2492.351109
303,Americas,1967,2678.729839
304,Americas,1972,3264.660041
305,Americas,1977,3815.80787
306,Americas,1982,4397.575659
307,Americas,1987,4903.2191
308,Americas,1992,5444.648617
309,Americas,1997,6117.361746
310,Americas,2002,5755.259962
311,Americas,2007,7006.580419
312,Africa,1952,1102.990936
313,Africa,1957,1211.148548
314,Africa,1962,1406.648278
315,Africa,1967,1876.029643
316,Africa,1972,1937.577675
317,Africa,1977,1172.603047
318,Africa,1982,1267.100083
319,Africa,1987,1315.980812
320,Africa,1992,1246.90737
321,Africa,1997,1173.618235
322,Africa,2002,1075.811558
323,Africa,2007,986.1478792
324,Africa,1952,780.5423257
325,Africa,1957,905.8602303
326,Africa,1962,896.3146335
327,Africa,1967,861.5932424
328,Africa,1972,904.8960685
329,Africa,1977,795.757282
330,Africa,1982,673.7478181
331,Africa,1987,672.774812
332,Africa,1992,457.7191807
333,Africa,1997,312.188423
334,Africa,2002,241.1658765
335,Africa,2007,277.5518587
336,Africa,1952,2125.621418
337,Africa,1957,2315.056572
338,Africa,1962,2464.783157
339,Africa,1967,2677.939642
340,Africa,1972,3213.152683
341,Africa,1977,3259.178978
342,Africa,1982,4879.507522
343,Africa,1987,4201.194937
344,Africa,1992,4016.239529
345,Africa,1997,3484.164376
346,Africa,2002,3484.06197
347,Africa,2007,3632.557798
348,Americas,1952,2627.009471
349,Americas,1957,2990.010802
350,Americas,1962,3460.937025
351,Americas,1967,4161.727834
352,Americas,1972,5118.146939
353,Americas,1977,5926.876967
354,Americas,1982,5262.734751
355,Americas,1987,5629.915318
356,Americas,1992,6160.416317
357,Americas,1997,6677.045314
358,Americas,2002,7723.447195
359,Americas,2007,9645.06142
360,Africa,1952,1388.594732
361,Africa,1957,1500.895925
362,Africa,1962,1728.869428
363,Africa,1967,2052.050473
364,Africa,1972,2378.201111
365,Africa,1977,2517.736547
366,Africa,1982,2602.710169
367,Africa,1987,2156.956069
368,Africa,1992,1648.073791
369,Africa,1997,1786.265407
370,Africa,2002,1648.800823
371,Africa,2007,1544.750112
372,Europe,1952,3119.23652
373,Europe,1957,4338.231617
374,Europe,1962,5477.890018
375,Europe,1967,6960.297861
376,Europe,1972,9164.090127
377,Europe,1977,11305.38517
378,Europe,1982,13221.82184
379,Europe,1987,13822.58394
380,Europe,1992,8447.794873
381,Europe,1997,9875.604515
382,Europe,2002,11628.38895
383,Europe,2007,14619.22272
384,Americas,1952,5586.53878
385,Americas,1957,6092.174359
386,Americas,1962,5180.75591
387,Americas,1967,5690.268015
388,Americas,1972,5305.445256
389,Americas,1977,6380.494966
390,Americas,1982,7316.918107
391,Americas,1987,7532.924763
392,Americas,1992,5592.843963
393,Americas,1997,5431.990415
394,Americas,2002,6340.646683
395,Americas,2007,8948.102923
396,Europe,1952,6876.14025
397,Europe,1957,8256.343918
398,Europe,1962,10136.86713
399,Europe,1967,11399.44489
400,Europe,1972,13108.4536
401,Europe,1977,14800.16062
402,Europe,1982,15377.22855
403,Europe,1987,16310.4434
404,Europe,1992,14297.02122
405,Europe,1997,16048.51424
406,Europe,2002,17596.21022
407,Europe,2007,22833.30851
408,Europe,1952,9692.385245
409,Europe,1957,11099.65935
410,Europe,1962,13583.31351
411,Europe,1967,15937.21123
412,Europe,1972,18866.20721
413,Europe,1977,20422.9015
414,Europe,1982,21688.04048
415,Europe,1987,25116.17581
416,Europe,1992,26406.73985
417,Europe,1997,29804.34567
418,Europe,2002,32166.50006
419,Europe,2007,35278.41874
420,Africa,1952,2669.529475
421,Africa,1957,2864.969076
422,Africa,1962,3020.989263
423,Africa,1967,3020.050513
424,Africa,1972,3694.212352
425,Africa,1977,3081.761022
426,Africa,1982,2879.468067
427,Africa,1987,2880.102568
428,Africa,1992,2377.156192
429,Africa,1997,1895.016984
430,Africa,2002,1908.260867
431,Africa,2007,2082.481567
432,Americas,1952,1397.717137
433,Americas,1957,1544.402995
434,Americas,1962,1662.137359
435,Americas,1967,1653.723003
436,Americas,1972,2189.874499
437,Americas,1977,2681.9889
438,Americas,1982,2861.092386
439,Americas,1987,2899.842175
440,Americas,1992,3044.214214
441,Americas,1997,3614.101285
442,Americas,2002,4563.808154
443,Americas,2007,6025.374752
444,Americas,1952,3522.110717
445,Americas,1957,3780.546651
446,Americas,1962,4086.114078
447,Americas,1967,4579.074215
448,Americas,1972,5280.99471
449,Americas,1977,6679.62326
450,Americas,1982,7213.791267
451,Americas,1987,6481.776993
452,Americas,1992,7103.702595
453,Americas,1997,7429.455877
454,Americas,2002,5773.044512
455,Americas,2007,6873.262326
456,Africa,1952,1418.822445
457,Africa,1957,1458.915272
458,Africa,1962,1693.335853
459,Africa,1967,1814.880728
460,Africa,1972,2024.008147
461,Africa,1977,2785.493582
462,Africa,1982,3503.729636
463,Africa,1987,3885.46071
464,Africa,1992,3794.755195
465,Africa,1997,4173.181797
466,Africa,2002,4754.604414
467,Africa,2007,5581.180998
468,Americas,1952,3048.3029
469,Americas,1957,3421.523218
470,Americas,1962,3776.803627
471,Americas,1967,4358.595393
472,Americas,1972,4520.246008
473,Americas,1977,5138.922374
474,Americas,1982,4098.344175
475,Americas,1987,4140.442097
476,Americas,1992,4444.2317
477,Americas,1997,5154.825496
478,Americas,2002,5351.568666
479,Americas,2007,5728.353514
480,Africa,1952,375.6431231
481,Africa,1957,426.0964081
482,Africa,1962,582.8419714
483,Africa,1967,915.5960025
484,Africa,1972,672.4122571
485,Africa,1977,958.5668124
486,Africa,1982,927.8253427
487,Africa,1987,966.8968149
488,Africa,1992,1132.055034
489,Africa,1997,2814.480755
490,Africa,2002,7703.4959
491,Africa,2007,12154.08975
492,Africa,1952,328.9405571
493,Africa,1957,344.1618859
494,Africa,1962,380.9958433
495,Africa,1967,468.7949699
496,Africa,1972,514.3242082
497,Africa,1977,505.7538077
498,Africa,1982,524.8758493
499,Africa,1987,521.1341333
500,Africa,1992,582.8585102
501,Africa,1997,913.47079
502,Africa,2002,765.3500015
503,Africa,2007,641.3695236
504,Africa,1952,362.1462796
505,Africa,1957,378.9041632
506,Africa,1962,419.4564161
507,Africa,1967,516.1186438
508,Africa,1972,566.2439442
509,Africa,1977,556.8083834
510,Africa,1982,577.8607471
511,Africa,1987,573.7413142
512,Africa,1992,421.3534653
513,Africa,1997,515.8894013
514,Africa,2002,530.0535319
515,Africa,2007,690.8055759
516,Europe,1952,6424.519071
517,Europe,1957,7545.415386
518,Europe,1962,9371.842561
519,Europe,1967,10921.63626
520,Europe,1972,14358.8759
521,Europe,1977,15605.42283
522,Europe,1982,18533.15761
523,Europe,1987,21141.01223
524,Europe,1992,20647.16499
525,Europe,1997,23723.9502
526,Europe,2002,28204.59057
527,Europe,2007,33207.0844
528,Europe,1952,7029.809327
529,Europe,1957,8662.834898
530,Europe,1962,10560.48553
531,Europe,1967,12999.91766
532,Europe,1972,16107.19171
533,Europe,1977,18292.63514
534,Europe,1982,20293.89746
535,Europe,1987,22066.44214
536,Europe,1992,24703.79615
537,Europe,1997,25889.78487
538,Europe,2002,28926.03234
539,Europe,2007,30470.0167
540,Africa,1952,4293.476475
541,Africa,1957,4976.198099
542,Africa,1962,6631.459222
543,Africa,1967,8358.761987
544,Africa,1972,11401.94841
545,Africa,1977,21745.57328
546,Africa,1982,15113.36194
547,Africa,1987,11864.40844
548,Africa,1992,13522.15752
549,Africa,1997,14722.84188
550,Africa,2002,12521.71392
551,Africa,2007,13206.48452
552,Africa,1952,485.2306591
553,Africa,1957,520.9267111
554,Africa,1962,599.650276
555,Africa,1967,734.7829124
556,Africa,1972,756.0868363
557,Africa,1977,884.7552507
558,Africa,1982,835.8096108
559,Africa,1987,611.6588611
560,Africa,1992,665.6244126
561,Africa,1997,653.7301704
562,Africa,2002,660.5855997
563,Africa,2007,752.7497265
564,Europe,1952,7144.114393
565,Europe,1957,10187.82665
566,Europe,1962,12902.46291
567,Europe,1967,14745.62561
568,Europe,1972,18016.18027
569,Europe,1977,20512.92123
570,Europe,1982,22031.53274
571,Europe,1987,24639.18566
572,Europe,1992,26505.30317
573,Europe,1997,27788.88416
574,Europe,2002,30035.80198
575,Europe,2007,32170.37442
576,Africa,1952,911.2989371
577,Africa,1957,1043.561537
578,Africa,1962,1190.041118
579,Africa,1967,1125.69716
580,Africa,1972,1178.223708
581,Africa,1977,993.2239571
582,Africa,1982,876.032569
583,Africa,1987,847.0061135
584,Africa,1992,925.060154
585,Africa,1997,1005.245812
586,Africa,2002,1111.984578
587,Africa,2007,1327.60891
588,Europe,1952,3530.690067
589,Europe,1957,4916.299889
590,Europe,1962,6017.190733
591,Europe,1967,8513.097016
592,Europe,1972,12724.82957
593,Europe,1977,14195.52428
594,Europe,1982,15268.42089
595,Europe,1987,16120.52839
596,Europe,1992,17541.49634
597,Europe,1997,18747.69814
598,Europe,2002,22514.2548
599,Europe,2007,27538.41188
600,Americas,1952,2428.237769
601,Americas,1957,2617.155967
602,Americas,1962,2750.364446
603,Americas,1967,3242.531147
604,Americas,1972,4031.408271
605,Americas,1977,4879.992748
606,Americas,1982,4820.49479
607,Americas,1987,4246.485974
608,Americas,1992,4439.45084
609,Americas,1997,4684.313807
610,Americas,2002,4858.347495
611,Americas,2007,5186.050003
612,Africa,1952,510.1964923
613,Africa,1957,576.2670245
614,Africa,1962,686.3736739
615,Africa,1967,708.7595409
616,Africa,1972,741.6662307
617,Africa,1977,874.6858643
618,Africa,1982,857.2503577
619,Africa,1987,805.5724718
620,Africa,1992,794.3484384
621,Africa,1997,869.4497668
622,Africa,2002,945.5835837
623,Africa,2007,942.6542111
624,Africa,1952,299.850319
625,Africa,1957,431.7904566
626,Africa,1962,522.0343725
627,Africa,1967,715.5806402
628,Africa,1972,820.2245876
629,Africa,1977,764.7259628
630,Africa,1982,838.1239671
631,Africa,1987,736.4153921
632,Africa,1992,745.5398706
633,Africa,1997,796.6644681
634,Africa,2002,575.7047176
635,Africa,2007,579.231743
636,Americas,1952,1840.366939
637,Americas,1957,1726.887882
638,Americas,1962,1796.589032
639,Americas,1967,1452.057666
640,Americas,1972,1654.456946
641,Americas,1977,1874.298931
642,Americas,1982,2011.159549
643,Americas,1987,1823.015995
644,Americas,1992,1456.309517
645,Americas,1997,1341.726931
646,Americas,2002,1270.364932
647,Americas,2007,1201.637154
648,Americas,1952,2194.926204
649,Americas,1957,2220.487682
650,Americas,1962,2291.156835
651,Americas,1967,2538.269358
652,Americas,1972,2529.842345
653,Americas,1977,3203.208066
654,Americas,1982,3121.760794
655,Americas,1987,3023.096699
656,Americas,1992,3081.694603
657,Americas,1997,3160.454906
658,Americas,2002,3099.72866
659,Americas,2007,3548.330846
660,Asia,1952,3054.421209
661,Asia,1957,3629.076457
662,Asia,1962,4692.648272
663,Asia,1967,6197.962814
664,Asia,1972,8315.928145
665,Asia,1977,11186.14125
666,Asia,1982,14560.53051
667,Asia,1987,20038.47269
668,Asia,1992,24757.60301
669,Asia,1997,28377.63219
670,Asia,2002,30209.01516
671,Asia,2007,39724.97867
672,Europe,1952,5263.673816
673,Europe,1957,6040.180011
674,Europe,1962,7550.359877
675,Europe,1967,9326.64467
676,Europe,1972,10168.65611
677,Europe,1977,11674.83737
678,Europe,1982,12545.99066
679,Europe,1987,12986.47998
680,Europe,1992,10535.62855
681,Europe,1997,11712.7768
682,Europe,2002,14843.93556
683,Europe,2007,18008.94444
684,Europe,1952,7267.688428
685,Europe,1957,9244.001412
686,Europe,1962,10350.15906
687,Europe,1967,13319.89568
688,Europe,1972,15798.06362
689,Europe,1977,19654.96247
690,Europe,1982,23269.6075
691,Europe,1987,26923.20628
692,Europe,1992,25144.39201
693,Europe,1997,28061.09966
694,Europe,2002,31163.20196
695,Europe,2007,36180.78919
696,Asia,1952,546.5657493
697,Asia,1957,590.061996
698,Asia,1962,658.3471509
699,Asia,1967,700.7706107
700,Asia,1972,724.032527
701,Asia,1977,813.337323
702,Asia,1982,855.7235377
703,Asia,1987,976.5126756
704,Asia,1992,1164.406809
705,Asia,1997,1458.817442
706,Asia,2002,1746.769454
707,Asia,2007,2452.210407
708,Asia,1952,749.6816546
709,Asia,1957,858.9002707
710,Asia,1962,849.2897701
711,Asia,1967,762.4317721
712,Asia,1972,1111.107907
713,Asia,1977,1382.702056
714,Asia,1982,1516.872988
715,Asia,1987,1748.356961
716,Asia,1992,2383.140898
717,Asia,1997,3119.335603
718,Asia,2002,2873.91287
719,Asia,2007,3540.651564
720,Asia,1952,3035.326002
721,Asia,1957,3290.257643
722,Asia,1962,4187.329802
723,Asia,1967,5906.731805
724,Asia,1972,9613.818607
725,Asia,1977,11888.59508
726,Asia,1982,7608.334602
727,Asia,1987,6642.881371
728,Asia,1992,7235.653188
729,Asia,1997,8263.590301
730,Asia,2002,9240.761975
731,Asia,2007,11605.71449
732,Asia,1952,4129.766056
733,Asia,1957,6229.333562
734,Asia,1962,8341.737815
735,Asia,1967,8931.459811
736,Asia,1972,9576.037596
737,Asia,1977,14688.23507
738,Asia,1982,14517.90711
739,Asia,1987,11643.57268
740,Asia,1992,3745.640687
741,Asia,1997,3076.239795
742,Asia,2002,4390.717312
743,Asia,2007,4471.061906
744,Europe,1952,5210.280328
745,Europe,1957,5599.077872
746,Europe,1962,6631.597314
747,Europe,1967,7655.568963
748,Europe,1972,9530.772896
749,Europe,1977,11150.98113
750,Europe,1982,12618.32141
751,Europe,1987,13872.86652
752,Europe,1992,17558.81555
753,Europe,1997,24521.94713
754,Europe,2002,34077.04939
755,Europe,2007,40675.99635
756,Asia,1952,4086.522128
757,Asia,1957,5385.278451
758,Asia,1962,7105.630706
759,Asia,1967,8393.741404
760,Asia,1972,12786.93223
761,Asia,1977,13306.61921
762,Asia,1982,15367.0292
763,Asia,1987,17122.47986
764,Asia,1992,18051.52254
765,Asia,1997,20896.60924
766,Asia,2002,21905.59514
767,Asia,2007,25523.2771
768,Europe,1952,4931.404155
769,Europe,1957,6248.656232
770,Europe,1962,8243.58234
771,Europe,1967,10022.40131
772,Europe,1972,12269.27378
773,Europe,1977,14255.98475
774,Europe,1982,16537.4835
775,Europe,1987,19207.23482
776,Europe,1992,22013.64486
777,Europe,1997,24675.02446
778,Europe,2002,27968.09817
779,Europe,2007,28569.7197
780,Americas,1952,2898.530881
781,Americas,1957,4756.525781
782,Americas,1962,5246.107524
783,Americas,1967,6124.703451
784,Americas,1972,7433.889293
785,Americas,1977,6650.195573
786,Americas,1982,6068.05135
787,Americas,1987,6351.237495
788,Americas,1992,7404.923685
789,Americas,1997,7121.924704
790,Americas,2002,6994.774861
791,Americas,2007,7320.880262
792,Asia,1952,3216.956347
793,Asia,1957,4317.694365
794,Asia,1962,6576.649461
795,Asia,1967,9847.788607
796,Asia,1972,14778.78636
797,Asia,1977,16610.37701
798,Asia,1982,19384.10571
799,Asia,1987,22375.94189
800,Asia,1992,26824.89511
801,Asia,1997,28816.58499
802,Asia,2002,28604.5919
803,Asia,2007,31656.06806
804,Asia,1952,1546.907807
805,Asia,1957,1886.080591
806,Asia,1962,2348.009158
807,Asia,1967,2741.796252
808,Asia,1972,2110.856309
809,Asia,1977,2852.351568
810,Asia,1982,4161.415959
811,Asia,1987,4448.679912
812,Asia,1992,3431.593647
813,Asia,1997,3645.379572
814,Asia,2002,3844.917194
815,Asia,2007,4519.461171
816,Africa,1952,853.540919
817,Africa,1957,944.4383152
818,Africa,1962,896.9663732
819,Africa,1967,1056.736457
820,Africa,1972,1222.359968
821,Africa,1977,1267.613204
822,Africa,1982,1348.225791
823,Africa,1987,1361.936856
824,Africa,1992,1341.921721
825,Africa,1997,1360.485021
826,Africa,2002,1287.514732
827,Africa,2007,1463.249282
828,Asia,1952,1088.277758
829,Asia,1957,1571.134655
830,Asia,1962,1621.693598
831,Asia,1967,2143.540609
832,Asia,1972,3701.621503
833,Asia,1977,4106.301249
834,Asia,1982,4106.525293
835,Asia,1987,4106.492315
836,Asia,1992,3726.063507
837,Asia,1997,1690.756814
838,Asia,2002,1646.758151
839,Asia,2007,1593.06548
840,Asia,1952,1030.592226
841,Asia,1957,1487.593537
842,Asia,1962,1536.344387
843,Asia,1967,2029.228142
844,Asia,1972,3030.87665
845,Asia,1977,4657.22102
846,Asia,1982,5622.942464
847,Asia,1987,8533.088805
848,Asia,1992,12104.27872
849,Asia,1997,15993.52796
850,Asia,2002,19233.98818
851,Asia,2007,23348.13973
852,Asia,1952,108382.3529
853,Asia,1957,113523.1329
854,Asia,1962,95458.11176
855,Asia,1967,80894.88326
856,Asia,1972,109347.867
857,Asia,1977,59265.47714
858,Asia,1982,31354.03573
859,Asia,1987,28118.42998
860,Asia,1992,34932.91959
861,Asia,1997,40300.61996
